train_loss,train_acc,valid_loss,valid_acc
0.6094129656997036,65.9122085048011,54.604773196806796,87.7533039647577
0.591992694165623,73.00411522633745,39.852630515373804,88.01762114537445
0.5824080982098454,74.74622770919068,46.2446366142063,87.84140969162996
0.5400034586180067,77.02331961591221,19.47716591253952,86.51982378854626
0.5235717291045084,77.03017832647463,49.82901465550234,88.10572687224669
0.49775167576674567,78.47050754458162,117.1770795294087,88.10572687224669
0.4953447052179591,77.36625514403292,30.245951295177882,88.10572687224669
0.48314398984637175,78.51851851851852,23.881315790100373,87.84140969162996
0.4536162025229842,79.3758573388203,34.23198345740808,88.10572687224669
0.42386614222880126,82.39368998628258,31.491413454700616,88.10572687224669
0.4466435829986279,80.7201646090535,50.897845316490304,88.10572687224669
0.4212457861326504,82.28395061728395,53.68463078994865,88.10572687224669
0.4152454338526647,82.18792866941016,11.035176757987205,88.10572687224669
0.4136281682733904,83.6556927297668,58.77547639929048,88.10572687224669
0.3954188045555432,84.68449931412894,26.97668293627211,88.10572687224669
0.3813177539003,84.43758573388203,16.11304931337084,88.01762114537445
0.3596697630230011,86.04252400548697,38.531041053360084,88.10572687224669
0.34881587306919853,86.6872427983539,28.121528887555005,88.10572687224669
0.3299313365367421,87.5925925925926,17.95958865387077,88.01762114537445
0.33889066247808697,86.62551440329219,25.17153695066526,88.01762114537445
