train_loss,train_acc,valid_loss,valid_acc
0.6218097566447237,73.58024691358025,0.7258354836786297,50.48458149779736
0.6199030316385784,74.2249657064472,0.649333098404844,86.87224669603525
0.622415923660523,72.85322359396433,0.6024326119624394,85.90308370044053
0.6089227046948253,74.96570644718793,0.6279901299678105,79.38325991189427
0.6000550866715217,75.89163237311385,0.6232225584312224,83.25991189427313
0.597890400605505,76.32373113854595,0.6346611153911537,80.1762114537445
0.5876497563236115,77.8395061728395,0.6161958860679412,82.90748898678414
0.5830743952017081,77.37311385459533,0.6064870634549101,86.6079295154185
0.5868145926414352,77.38683127572017,0.5906249087461284,85.02202643171806
0.5709864611230921,77.86694101508917,0.6253244230445002,81.49779735682819
0.549326878041029,78.54595336076818,0.6371024049503703,74.62555066079295
0.5535492078450165,78.05212620027434,0.6362445950508118,78.50220264317181
0.5385684860184005,78.71742112482853,0.6444671456242951,73.3920704845815
0.5281502956426457,78.79286694101509,0.6397649116919074,76.29955947136564
0.5204431864089871,78.64883401920439,0.639182511349799,79.8237885462555
0.5184348619363287,78.86145404663924,0.6281616662589597,80.26431718061674
0.5086252222556555,79.36899862825788,0.627134124158134,80.44052863436123
0.5140011275121779,79.2318244170096,0.6065224937989678,83.43612334801762
0.5032785357744024,79.57475994513031,0.6259744041402575,83.7885462555066
0.4902875662797637,79.86968449931413,0.6326732375252415,77.97356828193833
0.4992291964917329,80.1440329218107,0.6022135174610246,81.49779735682819
0.4958177413628028,80.30178326474623,0.6076651383453692,84.58149779735683
0.48352292582000556,80.30178326474623,0.6198497985450315,80.88105726872247
0.47152313733015927,80.50754458161866,0.6294869889675732,76.56387665198238
0.4817594926591897,80.69272976680384,0.6233898821011395,77.79735682819383
0.48133435878053044,80.94650205761317,0.6124984378546057,82.55506607929516
0.4726925321462515,81.17969821673525,0.6087520500303993,84.05286343612335
0.47878409219546275,81.17283950617283,0.6042854420735803,84.40528634361233
0.4948864459926099,80.89163237311385,0.6138182408373121,87.57709251101322
0.46704340690191376,81.40603566529492,0.6175192913538973,85.46255506607929
0.46068763973093346,81.52263374485597,0.6015162316846175,86.6079295154185
0.454366397014574,81.85871056241426,0.5875536778443297,87.04845814977973
