train_loss,train_acc,valid_loss,valid_acc
0.655967613551439,60.857338820301784,163.9540435054345,84.14096916299559
0.6353808581633004,66.8244170096022,591.4655297129711,82.81938325991189
0.6542297949393591,65.11659807956104,105.08725751779993,79.8237885462555
0.638681076859173,65.6721536351166,183.98446055353475,74.44933920704845
0.6309681519408498,67.72290809327846,586.1738799715141,74.18502202643172
0.6295502265882597,66.30315500685872,662.3806455027699,81.05726872246696
0.6289677770579594,65.99451303155007,265.75662917737367,79.20704845814979
0.6208941153855178,67.03017832647463,35.76018833401154,70.7488986784141
0.6364326919837479,65.3360768175583,83.85021240589484,77.26872246696036
0.62138621414309,66.9272976680384,98.25231858052949,84.84581497797357
0.6061041102859012,69.12208504801097,52.52612391775343,74.36123348017621
0.6068357692933396,67.99039780521262,68.7999043321929,81.23348017621146
0.6216309240185901,67.68861454046639,42.20004860059895,81.58590308370044
0.6104610683559849,69.71879286694102,76.02064324883928,77.70925110132158
0.6102105721569898,68.33333333333333,10.966622145977658,73.48017621145374
0.6113639662140294,68.95061728395062,49.762639149026555,44.40528634361233
0.6110826361793698,68.18244170096023,87.1349746390495,71.45374449339207
0.5946779530168625,71.0082304526749,36.12726484407002,78.32599118942731
0.5961068926313728,70.39780521262003,27.023508412740522,81.93832599118943
0.5979635092642224,69.10150891632374,45.368633443804484,79.38325991189427
