train_loss,train_acc,valid_loss,valid_acc
0.6314246568240618,72.1124828532236,0.6583555072126254,62.99559471365639
0.6120238805091694,74.7119341563786,0.6802026310437163,62.202643171806166
0.6061442863980406,75.82304526748972,0.6664829539581084,66.51982378854626
0.5864372068133793,75.91906721536351,0.6694083297756356,73.83259911894272
0.5945598488967669,76.0082304526749,0.6766338482708998,71.89427312775331
0.5762247105635572,76.78326474622772,0.6409359423207565,75.24229074889868
0.5659712151411855,77.1604938271605,0.6620792360372947,75.15418502202643
0.548413831201431,77.63374485596708,0.6503576669894474,80.79295154185021
0.5618576812312791,77.92181069958848,0.6169103459573128,87.84140969162996
0.5531183170612183,78.79286694101509,0.6277461337371611,86.6079295154185
0.55816200261184,78.22359396433471,0.6194626907227745,85.2863436123348
0.5595357506290862,78.61454046639231,0.6277312892423549,73.65638766519824
0.551547044561359,78.77229080932784,0.6050740379682729,86.34361233480176
0.5399250623100159,78.34019204389575,0.6360634053257149,83.08370044052863
0.5288659808340302,78.93004115226337,0.5783447207699359,87.22466960352423
0.5315873127986204,79.17695473251028,0.6233473537673413,84.40528634361233
0.512352525599693,79.03292181069959,0.5966413180593034,86.6079295154185
0.5041535770063076,79.62277091906722,0.6217224455215562,85.63876651982379
0.49997167668321674,79.35528120713306,0.6064093431956331,85.46255506607929
0.4983508968072241,79.57475994513031,0.5924674860188659,86.6079295154185
